User_id,Id_Nama,Nama,Rating
1,93,Semur kentang daging Ramah Balita,0
1,94,Stik Kentang Dori (Snack MPASI Tinggi Kalori),4
1,95,Bola bola ayam udang,3
1,96,Gagado (Gado-gado Banjar),2
1,97,Oseng kikil kambing cabe merah hijau,2
1,98,Labu siam tempe,1
1,99,Tumis Labu Teri Tempe,1
1,100,Mie instan keju telur kukus,5
1,101,Tumis oyong udang soun,1
1,102,Tumis Pare Udang Rebon,5
1,103,Resep Baguette Daging Panggang,5
1,104,Seblak nyemek,2
1,105,Perkedel tahu keju,5
1,106,Tahu Telur Bumbu Pecel,4
1,107,Bakwan Sayuran Dan Kulit Semangka,1
1,108,Bakmoy Ayam Tahu Udang,1
1,109,Tongseng Tahu Telur,5
1,110,Pepes Tahu Makaroni,4
1,111,Tahu Kornet (TarNet),5
1,112,Bothok Tahu Telur Asin,1
1,113,Ase Tahu Cabe Hijau,4
1,114,Tahu Telur special,0
1,115,Tahu Fantasi,5
1,116,Perkedel tahu kornet,1
1,117,415.Tahu Keju Finger (gluten free),4
1,118,Sayur Tahu Ayam Ala Warteg,5
1,119,Mun Tahu Kornet Jamur Shitake,4
1,120,455.Bola2 Tahu Kornet,5
1,121,Rolade Tahu Keju,2
1,122,Bola Tahu Kornet Krispi,0
1,123,Tahu Telor,5
1,124,Tahu Fantasi kornet,5
1,125,Perkedel Tahu Kornet (Bisa untuk MPASI 12+),3
1,126,Beef Eggplant Rolls (Terong Gulung Isi Daging),1
1,127,Sapo Tahu Telur,5
1,128,Sup Tomat dan Telur,2
1,129,Pizza Udang Telur,3
1,130,Sup Bakso Ikan Rumahan,5
1,131,6. Sup Telur Sederhana,4
1,132,Makaroni Tahu Panggang,2
1,133,Simple Burger,2
1,134,Resep Tahu Bulat Isi Keju,1
1,135,Dimsum Praktis Ayam Udang,3
1,136,Resep Martabak Telur Mie BonCabe,0
1,137,Mi Gulai Kambing,2
1,138,Mie Oven Kuah Rasa Iga Sapi,4
1,139,Mie Wet Krupuk,5
1,140,Mie goreng dadakan,5
1,141,Oseng Kikil Saus tiram,4
1,142,Gulai kikil,3
1,143,Martabak Telur Kulit Lumpia,3
1,144,Mie Goreng Jawa dengan sukiyaki beef,4
1,145,Mie goreng jawa,0
1,146,Mie Gelas Kuah Telur Sosis,3
1,147,Mie Goreng Nyemek Pedas Telur Ceplok,4
1,148,Mie Goreng Balur Telur,1
1,149,Mie goreng telur dadar orak arik,5
1,150,Mie Recycle Campur Tetelan,2
1,151,Mie godok,1
1,152,Mie Instan Telur ABC,4
1,153,Mie goreng telur kornet batita,1
1,154,Mie Rebus Rasa Soto Kopyok Telur Topping Bakso (115),5
1,155,Mie + sliced beef lembut lumer di lidah (super simple),4
1,156,Tahu Krispi Rasa Keju,4
1,157,Tahu Makaroni,4
1,158,114. Tongkol Suwir Sambal Matah,1
1,159,Telur Balado,5
1,160,Tahu Telur Bumbu Kuning (MPASI 1+),3
1,161,Dadar Telur Santan,2
1,162,Telur Dadar Thailand,3
1,163,Nasi Telur ponti,0
1,164,Seblak Mie Instan,3
1,165,Malbi Tahu Telor,3
1,166,Telur Dadar Kulit Wortel,2
1,167,Semur Telur Ceplok Jamblang,4
1,168,Telur Dadar Brokoli 🥦,2
1,169,Telur rebus untuk Mie Ayam,0
1,170,Tahu telur dadar,5
1,171,Ceplok telur santan,2
1,172,Balado telur n terong,2
1,173,Egg Chili Sauce with Coconut Virgin Oil / Sambalado Telur dengan Minyak Kelapa,1
1,174,Woku Telur Bulat,0
1,175,MPASI Pisang Telur Santan Tepung Beras,1
1,176,Orak-arik Telur Tahu Tempe,0
1,177,Telor Dadar bumbu uleg,1
1,178,Telur ceplok bawang,2
1,179,Telur Dadar Serundeng Ala RM. Padang,0
1,180,Tahu Telur Masak Santan / Terik,2
1,181,Telur kelapa sangrai,2
1,182,Telur tahu bumbu balado,3
1,183,Telur Terong Balado,2
1,184,Telur teh,0
1,185,Telur terong Cabai ijo,4
1,186,Telur Kecap,3
1,187,436. Telur dadar krispi,3
1,188,Sambal Tahu Telur,4
1,189,Menu Sarapan Siang (Brunch),4
1,190,Semur Telur Ceplok Jamblang Khas Cirebon,5
1,191,Telur Dadar Sawi Hijau,1
1,192,Telur Ceplok Kuah Kecap,5
1,193,Tahu Telur,1
1,194,Keripik Telur,1
1,195,Telur Saus,5
1,196,Orak-arik tahu telur keju,3
1,197,89. Telur Dadar Kulit Wortel,1
1,198,Sup Tomat Telur,2
1,199,Nasi khas Iran dengan Dada Ayam Fillet(Resep Nyonya Hamideh),4
1,200,Nasi Goreng Udang Bayam (week 5),3
1,201,Semur Ayam Kampung,1
1,202,Sayur Labu Kuning Tempe Ayam Santan,0
1,203,03. Asem asem Ayam Resep Nyai,5
1,204,Semur Ayam & Tahu Request keluarga kecilku,5
1,205,Ayam Tomat,4
1,206,Pesmol ayam,3
1,207,Paket pecel dan ayam bakar,5
1,208,Ikan Nila Kukus Simple,2
1,209,Asam Padeh ikan Bawal Putih 🐟,4
1,210,Pempek Ikan Belanak Kuah Cuko,1
1,211,Ikan kembung kuah santan bumbu kuning,3
1,212,Pesmol Ikan Kembung Bumbu Kuning,3
1,213,Ikan Mas Goreng Tepung Beras,0
1,214,Pindang ikan mas,2
1,215,Pepes Ikan mas,2
1,216,Pecak ikan bumbu kacang,2
1,217,Ikan Bakar Teflon ala diana_az,5
1,218,Ikan Bakar Bumbu Kacang,1
1,219,Ikan Nila Acar Kuning,3
1,220,Ikan Nila goreng sambel kecap,1
1,221,Gulai Patin (Tanpa Santan),3
1,222,Patin Goreng Tepung,0
1,223,Ikan Pindang Bumbu Kacang,5
1,224,Ikan kecap panggang teflon,5
1,225,Sambal Ikan Sarden + Kentang,0
1,226,Selar masak kuning,4
1,227,Balado ikan dan telur enak,4
1,228,Suir Ikan Tongkol Sambel Kemangi,2
1,229,Sayur Asem Kuah Kaldu Udang,0
1,230,Nila Goreng Asam Manis,0
1,231,Rendang Udang Galah,0
1,232,156. Tumis Udang Terong Telunjuk,4
1,233,Ikan dori asam manis,4
1,234,Resep Udang Saus Telur Ala Shebb's Kitchen,2
1,235,Tumis Buncis Udang,0
1,236,Sandwich : (Beef Gyudon dengan Kulit Wortel),3
1,237,Kuah Bakso Ayam Udang,5
1,238,Nasi Kebuli Daging Kambing Rice Cooker / Magic Com,2
1,239,SOP Makaroni Kembang Tahu,3
1,240,Ayam Goreng Kunyit,3
1,241,Asem asem daging sapi,0
1,242,Thai Beef Salad,0
1,243,Asem-Asem Kikil,3
1,244,"Lodeh Labu Kuning, Tempe & Kacang Panjang",5
1,245,Martabak Tahu MakWor (Makaroni Wortel),3
1,246,787.Ikan Asap Sambal Pecak Kacang,0
1,247,Bubur ayam telur phitan dan taburan cakue goreng,4
1,248,Seblak sosis,2
1,249,Bakso Goreng Udang Rebon,0
1,250,Ati kambing goreng,3
1,251,Ayam Goreng Simple airfryer,1
1,252,Kampel tempe,4
1,253,484. Ayam Goreng Kunyit,3
1,254,Krengsengan Kambing,5
1,255,Rica Rica Daging Sapi,3
1,256,Sempol Ikan mix Ayam,0
1,257,Kresengan Daging Kambing,1
1,258,Daging sapi kukus Bb booster (start 6m+),5
1,259,Dory saus lemon,1
1,260,Puff Pastry Isi Rogout Ayam,1
1,261,Dori Katsu Frozen,5
1,262,Ikan Dori Crispy,1
1,263,Semur Hati dan Paru Kambing,1
1,264,Dori Tumis Manis Gurih,2
1,265,Tekwan ikan,3
1,266,7.(1) Pindang ikan gabus,2
1,267,Siomay Ikan Sarden,1
1,268,Oyster Omelette / Telur Dadar Tiram,2
1,269,Oseng tempe pakai labu kuning,5
1,270,"Creamy chicken Penne dengan brokoli, paprika dan tomat cherry",4
1,271,Soto Tulangan Ayam,0
1,272,Sambal Udang Tempe,0
1,273,Sup Udang Enoki,0
1,274,Sambal Goreng Udang Tahu Nanas,4
1,275,Kerang & Udang Pedas Asam Manis,1
1,276,Wagyu Lada Hitam Dadu,4
1,277,Tumis Ayam cincang paprika,3
1,278,Chicken Yakiniku,5
1,279,Sate Maranggi Ayam,4
1,280,Bakmoy Ayam Udang,4
1,281,Nugget Ayam Sayuran (Frozen),2
1,282,Bakso Ayam Udang (lembut),3
1,283,Ayam saus lada hitam / Chicken Blackpepper Sauce,0
1,284,Somay Ayam Udang Bumbu Kacang Peanut Butter Instant Pot,3
1,285,Ayam Kremes,0
1,286,Perkedel tahu ayam sayur yummy,2
1,287,Tumis Kacang Panjang Tauge Beef Slice,1
1,288,Bubur Jamur Sapi/Beef Mushroom Porridge Indonesian style,2
1,289,Beef Slice Kacang Panjang Asam Manis,4
1,290,MPASI Bubur Manado Simpel,4
1,291,Nasi Briyani Kambing,3
1,292,Nasi Kebuli Kambing + Acar,5
1,293,"Nasi kuning rice cooker (isi piringku telur masak habang, mie goreng, haruan masak habang)",2
1,294,Dadar Telur Buncis,1
1,295,Jangan Tahu- Tempe & Lombok Gendot,2
1,296,Tempe sambal goang,4
1,297,Tumis kerang cumi tempe,3
1,298,6.1 Sotong/udang saos tomat,5
1,299,523. 🍗 Chicken Mushroom Donkkasue (Ala Devina Hermawan),5
1,300,"Ayam Suwir Pedas | Simple Tapi Nikmat Banget, Bikin Nagih",2
1,301,Dimsum ayam,4
1,302,Chicken teriyaki,5
1,303,Sup Merah Ayam,3
1,304,106.23 siomay ayam tahu,2
1,305,Tumis ayam+tempe,4
1,306,Chicken grill bbq souce,0
1,307,Gadon Daging Sapi,3
1,308,Krengseng Kambing #24pgba,1
1,309,Siomay ayam udang,2
1,310,Hekeng Ayam - Udang,2
1,311,Sempol Ayam Empuk,5
1,312,Rolade ayam udang,0
1,313,Gulai Ayam tanpa santan (diet #11),1
1,314,Bistik Daging dan Hati Kambing,4
1,315,Sop Kambing Betawi,2
1,316,Marak lahma(sop kambing Arab),1
1,317,Lontong Kari Sapi,3
1,318,Sop Kambing Bening,4
1,319,Mie Goreng Kambing,1
1,320,Gulai Kambing,1
1,321,Sop Kambing Rempah,3
1,322,Daging kambing ungkep resep ibu,0
1,323,Asam asam kambing,4
1,324,Yang Kalguksu AKA Mie Sup Kambing Korea,5
1,325,Beef Steak (Air fryer),3
1,326,Bola2 Tempe Daging Sapi,3
1,327,Gadon Daging Sapi MPASI 8+,1
1,328,MPASI 6+ bulan Sup Daging Sapi,5
1,329,Beef teriyaki simple,1
1,330,"Lodeh Tahu, Tempe dan Daging Sapi",5
1,331,Tumis pedas daging dan tempe,5
1,332,Tongseng sapi,5
1,333,Pho Bo (Mie Kuah Daging Sapi ala Vietnam),5
1,334,Tongseng Daging Sapi,3
1,335,Tumis daging tempe cabe ijo,2
1,336,"Sayur Gulai (Daging, Wortel & Tempe)",1
1,337,Mie Kuah Daging Sapi Khas Taiwan (Niu Rou Mian),2
1,338,88. Tumis Shortplate Enoki,5
1,339,Aglio Olio Tenderloin,4
1,340,Gule Sapi Ala Gultik Blok M,4
1,341,Tuna zukini saus tiram,4
1,342,Dori Crispy Saos Lemon,2
1,343,Mini Fried Chicken (Bisa untuk Frozen Food),4
1,344,Dori Crispy Saus Asam Manis,4
1,345,Semur Hati Paru Kambing,2
1,346,Sambal Goreng Ati Kambing Kentang,1
1,347,38. Krengsengan Hati Kambing,0
1,348,Soto Bandung (iga sapi + lobak),2
1,349,Sop Iga Sapi by BuNda,3
1,350,Coto Iga Sapi,4
1,351,Arsik Ikan Mas (tanpa cabe),2
1,352,Ikan Pindang bumbu bawang,5
1,353,Sayur Teri Tempe tanpa santan,0
1,354,Kotok'an Iwak Phe Endesss,5
1,355,Mpasi Kentang Ayam Telur,1
1,356,Pergedel kentang ikan tongkol,1
1,357,Kroket Ayam Gluten Free,1
1,358,Seblak makaroni Tahu,4
1,359,Tongseng kikil kambing,0
1,360,Oseng Kikil,4
1,361,Gulai kikil bumbu instan (yellow curry paste ala thailand),4
1,362,Nasi Bakmoy Kulit Ayam plus Tulangan,4
1,363,Kaldu Udang bubuk,3
1,364,"Risol (Isi kulit semangka, wortel dan telur)",1
1,365,Dadar Telur Kulit Wortel,0
1,366,Brownies Labu Kuning Tempe,5
1,367,Cake Labu Kuning Tempe,5
1,368,44. Tumis labu tempe,3
1,369,Tahu Telur Makaroni,0
1,370,584. Makaroni bolognese kulit tahu,4
1,371,Mie Goreng Aceh,0
1,372,"MPASI 6M+ Menu 4 ☆》Oatmeal, Daging Ayam, Edamame, Bayam Merah",1
1,373,MPASI menu 4 ☆ 》Oatmeal+Daging ayam giling+Tahu sutra+Tomat+keju,1
1,374,Ayam Kuluyuk,0
1,375,Chicken Korean Garlic Honey Butter Sauce,5
1,376,Pindang tongkol dan kentang bumbu sarden,3
1,377,Samu Anak Ikan Haruan,2
1,378,Gulai Sandung Lamur Labu Siam,4
1,379,Ayam Goreng Telur ala RM Padang,2
1,380,Stik Tahu Keju,1
1,381,Oseng tahu Kemitir khas Kebumen,3
1,382,Lodeh Tahu Tempe Daging,3
1,383,Nugget Tahu Keju (MPASI 10 bulan +),3
1,384,Sempol tahu,1
1,385,Tahu Katsu Kornet Keju,5
1,386,Tumis tauge telur tahu,2
1,387,Tempe Mendol khas Malang (659),0
1,388,Tempe Goreng Keju,1
1,389,Mendol Tempe,0
1,390,Roti sosis,2
1,391,Sop Tetelan Sapi,2
1,392,Torpedo dan hati kambing bumbu semur kental,1
1,393,Sop Iga Kambing,3
1,394,Sup iga kambing,1
1,395,Udang Keju Crispy,3
1,396,Sambal Gami Udang,5
1,397,#599. Tumis Buncis Udang Hot,4
1,398,Sayur santan udang kacang panjang dan tahu,4
1,399,Udang goreng mentega,3
1,400,Tumis Kembang Kol Udang,3
1,401,Udang kentang santan,0
1,402,Udang Cah Brokoli,2
1,403,"Udang, otak otak telur saus Padang",4
1,404,Gimbal Udang,2
1,405,Sambal tempoyak udang,2
1,406,Grill Teflon Slice Beef,4
1,407,Hati Kambing Kecap Kikil,5
1,408,Kikil pedas manis,3
1,409,Oat Daging Kriuk,5
1,410,Telur ikan mas goreng crispy,0
1,411,Ca Udang Kucai,1
1,412,Udang dan Tahu balado,4
1,413,Mendol Ampas Tahu,1
1,414,Mpasi Bubur tim ayam wortel tempe tomat,1
1,415,Ayam Kecap khas Palembang,5
1,416,Ayam Fillet Goreng Oatmeal,4
1,417,Ayam Teriyaki tapi Ga Pake Saos Teriyaki Botolan Soalnya Bikin Sendiri,3
1,418,Soto Ayam Blok S,5
1,419,58. Dendeng Lemak Sapi (Jando/Susu Sapi),5
1,420,Beef enoki roll favorite anak,3
1,421,Bakso ayam tanpa tepung,1
1,422,Kotokan dada ayam,5
1,423,Mie Kuah Kambing Lada Hitam,0
1,424,Siomay ayam udang lobak,3
1,425,Sop Kambing,2
1,426,Chiken & Shrimp Roll by Jesslyn Orlane,2
1,427,Bola-Bola Nasi MPAsi 1y+ anti GTM,3
1,428,Tongseng daging kambing,4
1,429,Semur Kepala Sapi,3
1,430,Dendeng Lambok (Air Kelapa),2
1,431,Daging Sapi Masak Cabai Merah,1
1,432,Udon Goreng ala Mie Aceh,1
1,433,Sate daging sapi,3
1,434,Sate Sapi Madura,0
1,435,Sate Daging Sapi Kuah Kacang,5
1,436,Sop Iga Sapi Sederhana,3
1,437,GATA7. Ikan Lidah Sambal Ijo,3
1,438,Pempek Ikan Tenggiri,2
1,439,Asam Kareng Khas Aceh (Asam ikan teri/ Bilis),5
1,440,Tongkol Suwir Sambal,4
1,441,Resep Bakwan Jagung Manado,3
1,442,Kikil kambing kacang merah,5
1,443,Ikan teri kacang,5
1,444,Kikil kambing huhah,2
1,445,Balado kikil kepala sapi,0
1,446,Kikil Kecap Lombok Ijo,3
1,447,Oseng Kikil Kecap,0
1,448,Kikil Cabai ijo,3
1,449,Telur dadar +mie+sayur,5
1,450,Kaldu Kulit Udang,2
1,451,Macaroni Tahu Panggang,4
1,452,221. MIE Ayam Jamur,5
1,453,Omelet Mie Lipat Isi Tahu Kornet,4
1,454,Chicken wrap (oatmeal),1
1,455,Tahu Telur Asin,2
1,456,Tauge Goreng Khas Bogor,2
1,457,Tempe Saus Tomat Segar,0
1,458,Resep Tempe Balut Smoked Beef,5
1,459,220. Nugget TEMPE AYAM,5
1,460,Cilok isi Tetelan,0
1,461,Soto bandung tetelan,1
1,462,Chicken Stock (Air Kaldu Ayam),1
1,463,GULAI / GULE KAMBING AYAM,1
1,464,Tengkleng Rica Kambing,5
1,465,Mie Aceh Seafood Tumis,2
1,466,Udang Saus Padang,0
1,467,411. Udang Saos Mentega,5
1,468,Udang kuah pedas,2
1,469,Tumis daging dengan tempe,2
1,470,Tumis Pucuk Labu & Tempe,4
1,471,Bayam telur ceplok,2
1,472,Rolade daun singkong tahu isi mozarela,0
1,473,Tumis kacang panjang tempe,1
1,474,Mie Kangkung Soto Kambing,0
1,475,Tumis Kacang Panjang Baso Sapi,3
1,476,320. Lodeh putih labu tempe semangit,5
1,477,Mie Ulang Tahun Cookpad,0
1,478,Bobor pucuk labu dan tempe,4
1,479,Tumis Sawi Hijau Telur Sosis,1
1,480,Tahu telur kukus with cheese,5
1,481,Sarden katsu,3
1,482,Sarden mix kentang (menu sahur simpel & enak),4
1,483,Sarden Kentang,0
1,484,Sarden Kentang Balado,0
1,485,Tuna kacang cah cabai kering & rumput laut,3
1,486,MPASI 6mo Bubur Ikan Tuna Bayam Kacang Merah,4
1,487,Sate Kikil Kepala Kambing,4
1,488,Lele goreng super enak,2
1,489,Mie Aceh Lezat,5
1,490,Ayam goreng Bawang Putih,1
1,491,Malbi Ayam Kampung,1
1,492,Ayam woku,2
1,493,Nasi Kebuli Kambing,1
1,494,Gule Daging Kambing Khas Trenggalek,1
1,495,Tongseng Kambing,0
1,496,Sate ayam sate daging sapi,1
1,497,KALIO kambing,5
1,498,Bistik Daging Kambing,2
1,499,Resep Rendang Daging Sapi Pedas,3
1,500,"Rendang Sapi Kering Empuk, Meresap Dan Tahan Lama Cocok Untuk Menu Lebaran",0
1,501,Gepuk Daging Sapi Simple,3
1,502,Steak Daging Sapi Daun Ketumbar,2
1,503,Bakso Daging Sapi,2
1,504,Rendang Daging Sapi 2kg,1
1,505,Sup Brenebon Sapi,4
1,506,402. 🍲 Brenebon Soup Daging Sapi,1
1,507,Tongseng Iga Sapi,2
1,508,Ikan dori blackpepper,5
1,509,Grilled Steak Dori Sambal Matah,3
1,510,Pempek Lenjer (Ikan Gabus),2
1,511,7.(2) Pempek ikan ciu,4
1,512,Pepes Ikan Layang,2
1,513,Ikan Lele Bumbu Marinasi,3
1,514,Ikan Mas Balado Hijau,0
1,515,Ikan mas pindang,0
1,516,Ikan Mas Bumbu Ijo,1
1,517,Oseng Kikil Kambing metode 5-30-5-30,3
1,518,Patty Chicken skin mpasi 9+,0
1,519,Mie Guritno (Gurita Lamno),0
1,520,Rendang sapi jawa,3
1,521,Tongseng Tulangan Kambing,3
1,522,TENGKLENG KAMBING tanpa santan,0
1,523,Sup kambing bening,2
1,524,Tuna asam padeh,1
1,525,Martabak Tahu Kangkung,2
1,526,Sayur Tahu Ala Warteg,3
1,527,Tahu baso kornet,5
1,528,Tumis Tahu Udang,5
1,529,Sayur Tahu Tempe ala Warteg,2
1,530,Sambal goreng labu siem tempe,5
1,531,Roti Goreng Sarden,1
1,532,Sandwich,0
1,533,Nasi Jamblang Khas Cirebon,3
1,534,Ikan Dori Teriyaki,3
1,535,Martabak Tahu,3
1,536,Martabak tahu keju,4
1,537,Martabak Telor Isi Mie,4
1,538,Tortilla sandwich keju (IDE SARAPAN),1
1,539,"Roti Goreng Isi (Tuna, Jagung, Kulit Wortel) 🐟🌽🥕",0
1,540,Tuna sandwich,4
1,541,Egg toast airfryer,3
1,542,Sawi Kuah Tahu Telur,3
1,543,Tempe Mendoan,5
1,544,Kwetiau goreng telur,2
1,545,Nasi Goreng Udang,2
1,546,MPASI 6+ “Hati Telur Santan”,5
1,547,Resep Bubur Ayam Oatmeal,2
1,548,Ikan teri kacang tanah,4
1,549,Mie kambing sangat mantap😱,3
1,550,Cah pakis udang,5
1,551,#447 Terik Ayam Tahu Tempe (MPASI 1+),2
1,552,Tumis beef slices,1
1,553,Buncis Wortel Orak-Arik Telor,4
1,554,Tempe goreng tepung Krispi,4
1,555,Tempe Penyet Sambal Kencur Kemangi,3
1,556,536. Orek Tempe,0
1,557,537. Sayur Lombok Tempe Ayam,5
1,558,"Tempe, Tahu dan Telur Bacem (Manis)",1
1,559,Sambal Tempe Kecombrang,4
1,560,Mie Tek-Tek Goreng Kambing,3
1,561,Tempe Saus Tomat,2
1,562,Tempe mendoan sambal kecap,5
1,563,Tumis Tempe Tomat,0
1,564,Tempe Buncis ala Warteq,3
1,565,Sambal 3T (terong tomat tempe),5
1,566,Kering tempe manis,5
1,567,Oseng Tempe Pete,4
1,568,Tempe Kecap,1
1,569,Oseng Ceker Ayam Bunga Bawang dan Tempe,2
1,570,Tempe goreng kentucky,3
1,571,Tumis pedas tempe ati ampela,4
1,572,Tempe Geprek,5
1,573,Tumis tempe jamur tomat ijo,5
1,574,54. Tempe Sosis Saos Tomat,5
1,575,Kering Tempe,2
1,576,Sayur Lodeh Tempe dan Daun Labu,0
1,577,34. Tempe Mendoan,2
1,578,Sosis Tempe kuah Tomat,1
1,579,Lodeh Tempe Labu air,2
1,580,Bola Tempe Isi Daging Sapi Cincang,5
1,581,Isi Piringku - Orek tempe tomat kecap,2
1,582,Tempe goreng,5
1,583,Terik Tahu Tempe Terung,5
1,584,Oseng Tempe - Kacang Bumbu Iris,3
1,585,Sambel tempe,5
1,586,Katsu tempe,0
1,587,"Sambel Goreng Kentang, Ati Kambing & Pete",2
1,588,Ati Ampela Goreng Telur,1
1,589,Krengsengan Jantung Hati Ayam + Tempe (660),4
1,590,Ati ampela ayam bumbu rujak (+ tahu tempe),2
1,591,Gulai Kaki kambing/kikil bumbu instan,3
1,592,Lontong Kikil Kambing,3
1,593,Pangsit Goreng Udang Ayam,2
1,594,Kikil kambing,5
1,595,Ayam Goreng Oat Devina Hermawan,2
1,596,Sambal Pindang Tongkol Cabe Hijau,0
1,597,Nasi goreng kikil kambing simpel,1
1,598,Bubur Udang Sangkulirang Khas Kalimantan Timur,0
1,599,Nasi Goreng Kambing Simpel,3
1,600,Nasi Goreng Ayam Kampung Simple #47,1
1,601,Mie Godog Daging Sapi,0
1,602,Mie Ayam Bakso,4
1,603,Nasi Goreng Telur ala-ala Korea,1
1,604,Nasi Goreng Kornet & Sosis Sapi 🐮🐮🐮,5
1,605,Prawn Onion Pasta,1
1,606,Bacem Tahu Tempe,5
1,607,Opor ayam tahu tempe,2
1,608,Ayam Teriyaki Saori,1
1,609,Ayam kecap palembang,0
1,610,Sup Ayam favorite,4
1,611,Ayam oat cabe garam (air fryer),2
1,612,Tumis Ayam Saus Bolognese,2
1,613,Bistik Ayam Krispi,0
1,614,Orek Daging sapi dan tempe cabe hijau,5
1,615,Mangut ikan pari asap,0
1,616,Rice Fish Burger (Burger nasi ikan pindang),4
1,617,Ayam Ungkep Bumbu Kalasan Instan,5
1,618,Sego Tahu Khas Ponorogo,3
1,619,Tahu kukus telur keju,5
1,620,Tahu fantasy,0
1,621,Sayur Tahu Kuning Kuah Santan,0
1,622,Pecelan Santan Tempe & Telur,5
1,623,Sop tulang 🐏,2
1,624,Sandwich Bekal (diet #17),3
1,625,Sayap ayam pedas gurih,4
1,626,Pizza oatmael topping sosis + ayam (Teflon),3
1,627,Ayam panggang teflon balut Oatmeal,3
1,628,Cilor/aci telor/cilor abang abang,1
1,629,Dimsum udang + ayam,1
1,630,Kikil kambing masak pedas,5
1,631,Martabak tahu kornet,0
