web-scraper-order,web-scraper-start-url,produk,produk-href,Nama,Gambar-src,Bahan,Cara Buat,Reaksi,Produk,Produk-href
1684415450-6,https://cookpad.com/id/cari/ikan?event=search.typed_query,Ikan kecap panggang teflon,https://cookpad.com/id/resep/16924576-ikan-kecap-panggang-teflon,Ikan kecap panggang teflon,https://img-global.cpcdn.com/recipes/15c6e8da27156403/680x482cq70/ikan-kecap-panggang-teflon-foto-resep-utama.jpg,"[{""Bahan"":""3 ekor ikan rambeu""},{""Bahan"":""8 cabe rawit""},{""Bahan"":""1 siung bawang merah""},{""Bahan"":""1 siung bawang putih""},{""Bahan"":""1 tomat""},{""Bahan"":""1 tangkai daun kari""},{""Bahan"":""1 batang serai""},{""Bahan"":""1 ruas kayu manis""},{""Bahan"":""1 ruas jahe""},{""Bahan"":""secukupnya Garam""},{""Bahan"":""Perasan air jeruk nipis""},{""Bahan"":""secukupnya Kecap manis""},{""Bahan"":""1/2 gelas belimbing air""}]","[{""Cara Buat"":""Bersihkan ikan lumuri garam dan perasan air jeruk nipis. Diamkan 10 menit""},{""Cara Buat"":""Lumuri teflon dg sedikit minyak agar ikan tidak lengket. Susun ikan di teflon. Masak dengan api sedang""},{""Cara Buat"":""Ikan yang dibakar""},{""Cara Buat"":""Haluskan bumbu""},{""Cara Buat"":""Siapkan Daun kari dan kayu manis""},{""Cara Buat"":""Serai dan jahe geprek""},{""Cara Buat"":""Panaskan air setengah gelas belimbing. Air mendidih masukkan bumbu yg telah dihaluskan. Aduk rata kemudian masukkan serai kayu manis. Jahe dan daun kari. Aduk rata.""},{""Cara Buat"":""Kemudian masukkan Kecap manis bangau secukupnya. Tes rasa..jika bumbu telah masak.campur dengan ikan bakar. Aduk rata""},{""Cara Buat"":""Siap disajikan...""}]","[{""Reaksi"":""😋\n 2""},{""Reaksi"":""❤️\n 4""},{""Reaksi"":""👏\n 1""}]",,
1684415475-7,https://cookpad.com/id/cari/ikan?event=search.typed_query,Pindang ikan a la riau,https://cookpad.com/id/resep/16935280-pindang-ikan-a-la-riau,Pindang ikan a la riau,https://img-global.cpcdn.com/recipes/6e13c13e738dde6f/680x482cq70/pindang-ikan-a-la-riau-foto-resep-utama.jpg,"[{""Bahan"":""Tongkol Ikan Patin, Kembung atau""},{""Bahan"":""5 siung Bawang Putih Iris""},{""Bahan"":""7 Siun Bawang Merah, Iris""},{""Bahan"":""1/2 Bawang Bombai Iris""},{""Bahan"":""1 ruas Kunyit, Jahe, Lengkuas Iris""},{""Bahan"":""Daun Kunyit 1 lembar, 1 Daun Salam dan 2 Daun Jeruk Cuci Bersih""},{""Bahan"":""2 potong Asam Gelugur, 1 Buah Tomat ukuran kecil""},{""Bahan"":""7 buah Cabe Rawit Merah (sesuai selera)""},{""Bahan"":""1 Bungkus Terasi ABC (boleh di skip)""}]","[{""Cara Buat"":""Ikan Kembung 2 ekor belah menjadi 2 potong. Cucu bersih kemudian beri garam dan jeruk nipis""},{""Cara Buat"":""Tumis bahan yg sdh di iris dengan 2 sdm minyak (atau secukupnya) sampai harum""},{""Cara Buat"":""Tambah Air secukup nya kemudian masukan Asam Gelugur""},{""Cara Buat"":""Setelah mendidih masukan Ikan masak sampai Ikan berubah warna""},{""Cara Buat"":""Tambahkan Garam, Gula dan Penyedap Rasa (royco ayam atau Jamur)""},{""Cara Buat"":""Tes Rasa, siap di sajikan hangat bersama Nasi Putih. selamat mencoba""}]","[{""Reaksi"":""😋\n 1""},{""Reaksi"":""❤️\n 1""},{""Reaksi"":""👏\n 1""}]",,
1684415528-9,https://cookpad.com/id/cari/ikan?event=search.typed_query,Ikan kembung kuah santan bumbu kuning,https://cookpad.com/id/resep/16935346-ikan-kembung-kuah-santan-bumbu-kuning,Ikan kembung kuah santan bumbu kuning,https://img-global.cpcdn.com/recipes/5b83dbf92d430a41/680x482cq70/ikan-kembung-kuah-santan-bumbu-kuning-foto-resep-utama.jpg,"[{""Bahan"":""5 ekor ikan kembung kecil""},{""Bahan"":""1 batang sereh geprek""},{""Bahan"":""3 lembar daun jeruk""},{""Bahan"":""2 cm lengkuas geprek""},{""Bahan"":""3 sdm santan kara""},{""Bahan"":""Minyak goreng""},{""Bahan"":""Secukupnya garam""},{""Bahan"":""Secukupnya gula""},{""Bahan"":""Secukupnya Royco ayam""},{""Bahan"":""8 buah Cabe rawit""},{""Bahan"":""200 ml air""},{""Bahan"":""Bumbu halus""},{""Bahan"":""4 sinung bawang putih""},{""Bahan"":""6 siung bawang merah""},{""Bahan"":""3 cm kunyit""},{""Bahan"":""1 cm jahe""},{""Bahan"":""4 butir kemiri""}]","[{""Cara Buat"":""Cuci bersih ikan kembung, lalu goreng hingga matang""},{""Cara Buat"":""Haluskan bumbu bumbu, tumis hingga harum, masukan sereh, dau jeruk, dan lengkuas geprek.""},{""Cara Buat"":""Masak bumbu hingga matang, tambahkan air dan cabe rawit tunggu sampai mendidih, setelah mendidih masukan santan, aduk terus agar santan tidak pecah""},{""Cara Buat"":""Tambahkan garam, gula, dan Royco secukupnya. Tes rasa, jika sudah pas masukan ikan kembung yang udah di goreng kedalam kuah santan kuning. Aduk hingga rata sebentar aja.""},{""Cara Buat"":""Ikan kembung kuah santan bumbu kuning siap disajikan""}]","[{""Reaksi"":""😋\n 1""},{""Reaksi"":""❤️\n 2""},{""Reaksi"":""👏\n 1""}]",,
1684415556-10,https://cookpad.com/id/cari/ikan?event=search.typed_query,330. Pecel Iwak Kali Khas Ponorogo,https://cookpad.com/id/resep/16934497-330-pecel-iwak-kali-khas-ponorogo,330. Pecel Iwak Kali Khas Ponorogo,https://img-global.cpcdn.com/recipes/519caa3cc72ef3ae/680x482cq70/330-pecel-iwak-kali-khas-ponorogo-foto-resep-utama.jpg,"[{""Bahan"":""Bahan Sayur (Topping Sayur)""},{""Bahan"":""1 ikat sawi""},{""Bahan"":""250 gr kembang turi""},{""Bahan"":""50 gr capar dele""},{""Bahan"":""50 gr kecambah (biasa utk soto)""},{""Bahan"":""1 buah timun""},{""Bahan"":""50 gr lamtoro (petai cina)""},{""Bahan"":""1 ikat kemangi petik dan ambil daunnya lalu rajang/potong kecil2""},{""Bahan"":""Bahan Peyek Iwak Kali""},{""Bahan"":""100 gr iwak kali""},{""Bahan"":""5 sdm tepung beras""},{""Bahan"":""1 sdt ketumbar bubuk""},{""Bahan"":""2 siung bawang putih""},{""Bahan"":""1/2 ruas jari kunyit""},{""Bahan"":""2 butir kemiri""},{""Bahan"":""1 butir kecil kencur""},{""Bahan"":""1/2 sdt garam""},{""Bahan"":""250 ml air (kekentalan adonan sesuai selera)""},{""Bahan"":""Pelengkap""},{""Bahan"":""100 gr sambel pecel seduh dengan air (kekentalan sesuai selera)\n \n \n\n 117. Sambel Pecel""},{""Bahan"":""Tempe mendoan\n \n \n\n 301. Tempe Mendoan""},{""Bahan"":""1 kg nasi""},{""Bahan"":""6-7 lb daun jati untuk alas makan (kalau tidak ada bisa diganti daun pisang)""}]","[{""Cara Buat"":""Siapkan semua bahan, buat adonan untuk peyek iwak kali, haluskan bawang putih, kemiri, kencur dan kunyit, lalu masukkan dalam wadah, beri ketumbar bubuk, tepung beras dan air...aduk merata""},{""Cara Buat"":""Rebus capar dele, kembang turi dan sawi secara bergantian dengan urutan merebus seperti urutan foto dibawah. Sisihkan""},{""Cara Buat"":""Masukkan iwak kali dalam adonan tepung, aduk merata lalu goreng iwak kali dan tempe hingga matang kuning kecoklatan. Sisihkan\n\nUntuk adonan tempe, bisa memakai resep yang sudah sy sematkan, bisa juga memakai adonan peyek iwak kali ini 😊 dengan catatan masukkan tempe pada adonan dan goreng tempe terlebih dahulu baru iwak kali, supaya tempe tidak amis""},{""Cara Buat"":""Cuci bersih mentimun, kemudian potong kotak kecil2, campur dengan lamtoro (petai cina), kecambah dan daun kemangi yang sudah dipotong kecil2. Sisihkan\n\nSiapkan juga sayuran rebus dalam piring.\n\nLarutkan sambel pecel dengan air (kekentalan sesuai selera ya😉)""},{""Cara Buat"":""Cara Penyajian\n\n🍀 letakkan daun jati diatas piring (pastikan bagian bawah daun ada di bagian atas)\n\n🍀 ambil nasi secukupnya, taruh diatas daun jati\n\n🍀 tata sayuran rebus di atasnya lalu siram dengan sambel pecel\n\n🍀 taburi atasnya dengan campuran mentimun dan petai cina\n\n🍀 terakhir, beri lauk tempe mendoan dan peyek iwak kali 😉\n\n🍀 sajikan 💖""},{""Cara Buat"":""Tips dari bestie yang notabene warga ponorogo asli\n\nUntuk menghadirkan cita rasa khas Ponorogo yang medok. Bungkus pecel iwak kali dengan daun jati dan biarkan beberapa saat agar aroma daun jati melekat pada nasi pecel""}]","[{""Reaksi"":""😋\n 5""},{""Reaksi"":""❤️\n 9""},{""Reaksi"":""👏\n 3""}]",,
1684415583-11,https://cookpad.com/id/cari/ikan?event=search.typed_query,Pepes Tongkol Jamur,https://cookpad.com/id/resep/16935383-pepes-tongkol-jamur,Pepes Tongkol Jamur,https://img-global.cpcdn.com/recipes/37358c4ae1ab2d91/680x482cq70/pepes-tongkol-jamur-foto-resep-utama.jpg,"[{""Bahan"":""1/2 ikan tongkol yg sudah dipindang""},{""Bahan"":""4 buah tahu""},{""Bahan"":""3 lembar jamur (jamur putih yg dijual dipasaran)""},{""Bahan"":""3 siung baput""},{""Bahan"":""3 bamer""},{""Bahan"":""1 secukupnya Jahe""},{""Bahan"":""secukupnya Kunyit""},{""Bahan"":""Kemiri 1/2 (dibakar)""},{""Bahan"":""1 batang serai""},{""Bahan"":""Daun pisang""},{""Bahan"":""Tusuk gigi (lidi/semat)""},{""Bahan"":""Garam dan kaldu bubuk""},{""Bahan"":""Daun salam""}]","[{""Cara Buat"":""Ulek semua bahan bumbu jadi 1, setelah bumbu halus masukkan tahu yg sudah dicuci bersih dan ulek sampai hancur tambahkan garam dan kaldu bubuk secukupnya (jangan lupa koreksi rasa)""},{""Cara Buat"":""Cuci bersih jamur, suir dan masukkan kedalam adonan tahu dan bumbu yg sdh diulek halus""},{""Cara Buat"":""Setelah semua bumbu, tahu, dan jamur menyatu, ambil daun siap membungkus, ikan tongkol yg sudah dipindang ambil sepotong taruh di dalam daun pisang lalu tambahkan tahu bumbu halus tadi dan diatasnya isi daun salam""},{""Cara Buat"":""Lipat dan bungkus menggunakan tusuk gigi/lidi/semat""},{""Cara Buat"":""Siapkan panci kukus -/+ 20 menit""},{""Cara Buat"":""Setelah dikukus angkat, siapkan panggangan, panggang hingga tercium bau harum""},{""Cara Buat"":""Dirasa sudah matang angkat dan sajikan""},{""Cara Buat"":""Selamat menikmati""}]","[{""Reaksi"":""❤️\n 1""},{""Reaksi"":""👏\n 1""}]",,
1684415636-13,https://cookpad.com/id/cari/ikan?event=search.typed_query,Pempek Ikan Kakap,https://cookpad.com/id/resep/16935468-pempek-ikan-kakap,Pempek Ikan Kakap,https://img-global.cpcdn.com/recipes/a6f511a7760146a0/680x482cq70/pempek-ikan-kakap-foto-resep-utama.jpg,"[{""Bahan"":""1/2 kg ikan kakap giling""},{""Bahan"":""500 gr tepung sagu""},{""Bahan"":""100 mg air (1 gelas sedang)""},{""Bahan"":""3 siung bawang putih, dihaluskan""},{""Bahan"":""1 btr telur""},{""Bahan"":""3 sdm minyak sayur""},{""Bahan"":""1,5 sdm garam""},{""Bahan"":""1/2 sdm penyedap""},{""Bahan"":""Air untuk merebus""}]","[{""Cara Buat"":""Campurkan bawang putih, telur yang sudah dikocok, serta air larutan garam dan penyedap kedalam ikan giling, aduk rata sampai adonan tercampur halus, lalu masukkan minyak kemudian diaduk kembali.""},{""Cara Buat"":""Masukkan tepung sagu sedikit2 sambil di aduk rata""},{""Cara Buat"":""Ambil adonan 1 sdm kemudian bentuk sesuai selera (lenjer / telur). Saya menggunakan takara 1 sdm hasil pempeknya sebanyak 49 butir.""},{""Cara Buat"":""Masukkan adonan yang sudah dibentuk kedalam air mendidih, biarkan pempek direbus sampai mengapung. Pempek yang mengapung menandakan bagian isi yang sudah matang. Biarkan dulu sekitar 5 - 10 menit jangan langsung diangkat agar pempek matang sempurna.""},{""Cara Buat"":""Tiriskan pempek yang sudah matang dan siap disantap bersama cuka""}]","[{""Reaksi"":""❤️\n 1""}]",,
1684415745-17,https://cookpad.com/id/cari/ikan?event=search.typed_query,Gulai Patin (Tanpa Santan),https://cookpad.com/id/resep/16933505-gulai-patin-tanpa-santan,Gulai Patin (Tanpa Santan),https://img-global.cpcdn.com/recipes/e358793593b66c65/680x482cq70/gulai-patin-tanpa-santan-foto-resep-utama.jpg,"[{""Bahan"":""1 ekor ikan patin ukuran besar""},{""Bahan"":""2 sdm krimer nabati (fibercreme)""},{""Bahan"":""300 ml air, sesuaikan""},{""Bahan"":""2 lbr daun salam""},{""Bahan"":""daun jeruk purut (saya skip)""},{""Bahan"":""Cabe rawit utuh (saya skip)""},{""Bahan"":""Secukupnya kemangi""},{""Bahan"":""Secukupnya gula (saya pakai gula palm), garam, lada bubuk""},{""Bahan"":""Sedikit minyak goreng untuk memblender bumbu/ menumis bumbu""},{""Bahan"":""Bumbu Halus:""},{""Bahan"":""5 siung bawang merah (ukuran kecil)""},{""Bahan"":""2 siung bawang putih (ukuran besar)""},{""Bahan"":""3 cabe besar merah keriting, buang biji""},{""Bahan"":""4 butir kemiri""},{""Bahan"":""@ 1 cm : kunyit, jahe, dan kencur""},{""Bahan"":""1/3 sdt jintan (tambahan saya)""}]","[{""Cara Buat"":""Bersihkan dan potong-potong ikan patin. \n\nHaluskan bumbu.""},{""Cara Buat"":""Tumis dengan api kecil sampai harum. Lalu tambahkan air dan daun salam. Biarkan mendidih.""},{""Cara Buat"":""Tambahkan ikan. Masukkan gula, garam, lada bubuk. Tunggu sampai matang. Balik sesekali.\n\nTambahkan kemangi saat ikan sudah matang.""},{""Cara Buat"":""Tambahkan krimer nabati, aduk. Cicipi dan koreksi rasa. Sajikan.""}]","[{""Reaksi"":""😋\n 9""},{""Reaksi"":""❤️\n 23""},{""Reaksi"":""👏\n 8""}]",,
1684415772-18,https://cookpad.com/id/cari/ikan?event=search.typed_query,Ikan kembung bakar bumbu simpel,https://cookpad.com/id/resep/16934246-ikan-kembung-bakar-bumbu-simpel,Ikan kembung bakar bumbu simpel,https://img-global.cpcdn.com/recipes/c15891be12abff38/680x482cq70/ikan-kembung-bakar-bumbu-simpel-foto-resep-utama.jpg,"[{""Bahan"":""1/2 kg ikan kembung""},{""Bahan"":""2 sdm margarin""},{""Bahan"":""1 buah jeruk nipis""},{""Bahan"":""Bumbu Marinasi:""},{""Bahan"":""1/4 sdt garam""},{""Bahan"":""1 sdt ketumbar bubuk""},{""Bahan"":""1/4 sdt kunyit bubuk""},{""Bahan"":""100 ml air""},{""Bahan"":""Bumbu Oles:""},{""Bahan"":""1 sdm kecap manis\n \n \n\n Iga bakar bumbu simpel""},{""Bahan"":""2 sdm saus tiram""},{""Bahan"":""1/4 sdt merica bubuk""},{""Bahan"":""2 sdm saus tomat""},{""Bahan"":""1 sdm minyak wijen""},{""Bahan"":""1/4 sdt garam""},{""Bahan"":""1/2 sdm saus Cabai""},{""Bahan"":""1/2 sdm bawang putih bubuk""}]","[{""Cara Buat"":""Sebelumnya bersihkan ikan kembung beri perasan air jeruk nipis aduk rata diamkan 15 menitan dan cuci sampai bersih kembali.\n\nSiapkan wadah masukkan bumbu Marinasi aduk rata diamkan ikan -/+ 20 menitan.\n\nBuat bahan oles aduk sampai rata sisihkan.""},{""Cara Buat"":""Siapkan teplon masukkan margarin dan tunggu hingga leleh bakar ikan selama 5 menitan balik dan bakar lagi 5 menit tanpa bumbu olesan dulu""},{""Cara Buat"":""Olesi bumbu sampai rata kedua sisi bakar ikan sampai matang dan bumbu meresap.\n\n(NOTE:saya bakar 3 ekor ikan dulu)""},{""Cara Buat"":""Ikan kembung bakar siap disajikan dengan lalapan dan sambel terasi.""}]","[{""Reaksi"":""😋\n 6""},{""Reaksi"":""❤️\n 8""},{""Reaksi"":""👏\n 5""}]",,
1684415797-19,https://cookpad.com/id/cari/ikan?event=search.typed_query,Fried Bread w/Spicy Tuna (roti goreng),https://cookpad.com/id/resep/16935757-fried-bread-wspicy-tuna-roti-goreng,Fried Bread w/Spicy Tuna (roti goreng),https://img-global.cpcdn.com/recipes/4c10199352088408/680x482cq70/fried-bread-wspicy-tuna-roti-goreng-foto-resep-utama.jpg,"[{""Bahan"":""Bahan Kering""},{""Bahan"":""200 gr tepung terigu""},{""Bahan"":""1 sdm gula""},{""Bahan"":""1 sdt baking powder""},{""Bahan"":""1 sdt garam""},{""Bahan"":""Bahan Basah""},{""Bahan"":""2 sdm margarine""},{""Bahan"":""110 ml air""},{""Bahan"":""Tumisan Tuna""},{""Bahan"":""1 kaleng tuna (saya pakai \""ayam brand - tuna chunks in oil\"")""},{""Bahan"":""2 siung bawang putih chop""},{""Bahan"":""rawit slice (sesuai selera)""},{""Bahan"":""1 sdt kaldu jamur""},{""Bahan"":""garam (secukupnya)""},{""Bahan"":""1/2 sdt gula""},{""Bahan"":""1 1/2 sdm saos sambal""},{""Bahan"":""1/2 sdt lada putih""},{""Bahan"":""1 buah baby capsicum small dice (boleh di skip)""},{""Bahan"":""1 btg daun bawang slice""}]","[{""Cara Buat"":""Campurkan semua bahan kering dan aduk""},{""Cara Buat"":""Setelah bahan kering sudah tercampur semua, tambahkan margarine dan aduk""},{""Cara Buat"":""Tambahkan air sedikit demi sedikit dan aduk""},{""Cara Buat"":""Lanjut dengan menguleni adonan""},{""Cara Buat"":""Bagi adonan sesuai keinginan kalian (saya dibagi menjadi 16 adonan/25gr-26gr)""},{""Cara Buat"":""Lanjut ke tumisan tuna. Panaskan wajan dengan sedikit minyak, masukan bawang putih. Bila sudah wangi, masukan rawit dan tuna chunks.""},{""Cara Buat"":""Masukan saos, garam, gula, lada putih, kaldu jamur. Aduk hingga merata (cicipi)""},{""Cara Buat"":""Matikan kompor, masukan daun bawang dan baby capsicum. Lalu aduk""},{""Cara Buat"":""Pipihkan adonan roti yang sudah dibagi-bagi dengan rolling pin, isi adonan dengan tuna""},{""Cara Buat"":""Lanjut menggoreng adonan roti. Isi wajan dengan minyak, dan panaskan minyak dengan api sedang""},{""Cara Buat"":""Masukan adonan roti berisi tuna ke dalam minyak (bila minyak sudah panas).""},{""Cara Buat"":""Angkat dan tiriskan""},{""Cara Buat"":""Fried Bread (roti goreng) siap dinikmati""}]","[{""Reaksi"":""👏\n 1""}]",,
1684415824-20,https://cookpad.com/id/cari/ikan?event=search.typed_query,Sarden katsu,https://cookpad.com/id/resep/16935780-sarden-katsu,Sarden katsu,https://img-global.cpcdn.com/recipes/7634565adecc90d4/680x482cq70/sarden-katsu-foto-resep-utama.jpg,"[{""Bahan"":""1 kaleng ikan sarden""},{""Bahan"":""1 btr telur, kocok lepas""},{""Bahan"":""5 sdm terigu""},{""Bahan"":""10 sdm tepung roti""},{""Bahan"":""1/2 siung bawang bombay""},{""Bahan"":""2 siung bawang putih, geprek lalu iris tipis""},{""Bahan"":""3 iris jahe""},{""Bahan"":""1 sdm saus tomat""},{""Bahan"":""1 sdm saus cabe""},{""Bahan"":""Sejumput garam""},{""Bahan"":""+50 ml air""}]","[{""Cara Buat"":""Pisahkan daging ikan dan kuahnya""},{""Cara Buat"":""Balurkan ikan ke terigu, lalu telur, kemudian tepung roti. Simpan di freezer selama 10 menit.""},{""Cara Buat"":""Iris-iris bawang bombay, bawang putih dan jahe. Sisihkan.""},{""Cara Buat"":""Keluarkan ikan dari freezer, lalu goreng sampai kecoklatan. Tiriskan terlebih dahulu.""},{""Cara Buat"":""Lalu tumis bawang dan jahe sampai agak kecoklatan. Masukkan kuah sarden, tambahkan air, garam, dan saus tomat. Bisa juga ditambahkan saus cabe jika mau agak pedas.\n\nMasak sampai agak susut airnya, lalu angkat.\n\nSajikan.""}]",[],,
1684416563-1,https://cookpad.com/id/cari/ikan?event=search.typed_query&page=2,Ikan nila arsik,https://cookpad.com/id/resep/15688056-ikan-nila-arsik,Ikan nila arsik,https://img-global.cpcdn.com/recipes/a965c8a6be32fbf4/680x482cq70/ikan-nila-arsik-foto-resep-utama.jpg,"[{""Bahan"":""1,5 kg nila""},{""Bahan"":""1 genggam kacang panjang""},{""Bahan"":""1 ikat daun bawang Batak""},{""Bahan"":""3 bh kencong""},{""Bahan"":""8 bh asam cikala""},{""Bahan"":""8 bh serai geprek""},{""Bahan"":""4 ruas lengkuas geprek""},{""Bahan"":""4 bh asam potong""},{""Bahan"":""Bumbu halus : 12bh bawang putih, 10bh bawang merah, 3ruas kunyit, 3ruas jahe,12 biji kemiri yg sudah di sangrai,segenggam andaliman, 1ons Cabai rawit + 15bh Cabai merah""},{""Bahan"":""1 ons kacang koro""}]","[{""Cara Buat"":""Potong ikan menjadi beberapa bagian""},{""Cara Buat"":""Susun seria,lengkuas,asam cikala,asam potong di dasar wajan""},{""Cara Buat"":""Masukkan ikan dan di tata rapi""},{""Cara Buat"":""Kemudian tuangkan bumbu yg sudah dihaluskan secara merata di seluruh permukaan ikan""},{""Cara Buat"":""Masukkan air menutupi ikan lalu nyalakan api kecil masak sampe air agak berkurang""},{""Cara Buat"":""Lalu tambahkan bawang Batak,kencong dan kacang panjang.\n\nMasak sampe air menyusut. Lalu di angkat""}]",😋 1,,
1684416591-2,https://cookpad.com/id/cari/ikan?event=search.typed_query&page=2,Selar masak kuning,https://cookpad.com/id/resep/16932870-selar-masak-kuning,Selar masak kuning,https://img-global.cpcdn.com/recipes/77835c933c0f3ea3/680x482cq70/selar-masak-kuning-foto-resep-utama.jpg,"[{""Bahan"":""3 ekor ikan selar ukuran sedang""},{""Bahan"":""Bumbu halus""},{""Bahan"":""4 siung bawang merah""},{""Bahan"":""3 siung bawang putih""},{""Bahan"":""2 buah kemiri""},{""Bahan"":""3 tangkai Cabai merah keriting""},{""Bahan"":""Bumbu lempar""},{""Bahan"":""1 batang daun bawang potong""},{""Bahan"":""5 buah Cabai rawit hijau""},{""Bahan"":""Tambahan""},{""Bahan"":""1 gelas air""},{""Bahan"":""secukupnya Gula, garam, kaldu jamur, kunyit bubuk""}]","[{""Cara Buat"":""Bersihkan ikan, beri perasan jeruk nipis dan garam""},{""Cara Buat"":""Goreng ikan""},{""Cara Buat"":""Haluskan bumbu (kebetulan lagi rajin saya gilingbpake batu)""},{""Cara Buat"":""Lalu tumis bumbu halus dan tambahkan kunyit bubuk secukupnya""},{""Cara Buat"":""Masukkan ikan, tambahkan air, masukkan garam, gula, kaldu jamur, diamkan sebentar, cek rasa, tambahkan Cabai rawit bulan dan potingaan daun bawang, tunggu sebentar selesai.""}]",😋 5,,
1684416619-3,https://cookpad.com/id/cari/ikan?event=search.typed_query&page=2,Kotok'an Iwak Phe Endesss,https://cookpad.com/id/resep/16932334-kotokan-iwak-phe-endesss,Kotok'an Iwak Phe Endesss,https://img-global.cpcdn.com/recipes/4c1b65d81a4dc340/680x482cq70/kotokan-iwak-phe-endesss-foto-resep-utama.jpg,"[{""Bahan"":""250 gr iwak Pe/ikan asap""},{""Bahan"":""1 papan tempe kacang semangit (±150 gr)""},{""Bahan"":""1 ikat kacang panjang (±150 gr) saya skip""},{""Bahan"":""10 buah tahu cokelat, potong jadi dua""},{""Bahan"":""150 ml Santan kental""},{""Bahan"":""700 ml air putih""},{""Bahan"":""Bumbu halus:""},{""Bahan"":""5 siung bawang merah""},{""Bahan"":""3 siung bawang putih""},{""Bahan"":""1 buah kemiri bakar""},{""Bahan"":""3 buah cabe merah gede""},{""Bahan"":""1 ruas gula merah""},{""Bahan"":""Bumbu rajang:""},{""Bahan"":""5 buah cabe ijo gede""},{""Bahan"":""3 buah cabe rawit merah""},{""Bahan"":""Bumbu utuh:""},{""Bahan"":""1 ruas lengkuas, geprek""},{""Bahan"":""1 lembar daun salam""},{""Bahan"":""5 buah cabe rawit""},{""Bahan"":""secukupnya garam, kaldu jamur, dan gula aren halus""}]","[{""Cara Buat"":""Siapkan bahan bahan semua ya.""},{""Cara Buat"":""Pastikan semua lengkap""},{""Cara Buat"":""Jangan lupa cuci semua bahan. Saya potong 1 bagian jadi 3. Sisihkan. Potong kacang panjang dan potong tempe. Sisihkan. Bakar kemiri, sisihkan. Uleg semua bahan bumbu halus,""},{""Cara Buat"":""Siapkan juga bumbu iris dan bumbu ceplung""},{""Cara Buat"":""Tumis dengan sedikit minyak. Tambahkan lengkuas dan daun salam. Bila sudah harum,""},{""Cara Buat"":""Masukkan bumbu iris, Aduk dan beri air sedikit saja.\n\nBeri santan dan sisa air putih nya.""},{""Cara Buat"":""Tambahkan iwak Pe dan garam dan penyedap. masukkan juga tempe dan tahu.""},{""Cara Buat"":""Masukkan gula aren bubuk dan awit utuh. Masak sampai mendidih dan lekas matikan kompor.""},{""Cara Buat"":""Cek rasa, jika sudah enak dan pas, angkat dan sajikan ke piring saji""},{""Cara Buat"":""Tips dari saya pribadi : seperti saya, masak di malam hari, untuk sarapan pagi hari ini. di jamin makin endesss dan boros nasi.""}]",😋 4,,
1684416646-4,https://cookpad.com/id/cari/ikan?event=search.typed_query&page=2,Ikan Pindang bumbu bawang,https://cookpad.com/id/resep/16933101-ikan-pindang-bumbu-bawang,Ikan Pindang bumbu bawang,https://img-global.cpcdn.com/recipes/628ba6d3e7f2cd8e/680x482cq70/ikan-pindang-bumbu-bawang-foto-resep-utama.jpg,"[{""Bahan"":""500 gr ikan pindang""},{""Bahan"":""10 siung bawang merah""},{""Bahan"":""5 siung bawang putih""},{""Bahan"":""20 biji Cabai pedes boleh -+""},{""Bahan"":""1 ruas jempol jahe""},{""Bahan"":""3 biji Cabai ijo besar""},{""Bahan"":""3 biji Cabai merah""},{""Bahan"":""3 lembar daun jeruk""},{""Bahan"":""2 sdt garam""},{""Bahan"":""1 sdt kaldu ayam""},{""Bahan"":""1 sdt micin""},{""Bahan"":""1 SDM gula pasir""}]","[{""Cara Buat"":""Bersihkan ikan pindang lalu goreng setngah Mateng angkat tiriskan""},{""Cara Buat"":""Bersihkan semua bumbu lalu iris tipis semua bumbu, Cabai iris serong,jahe iris tipis dan cingcang halus""},{""Cara Buat"":""Siapkan wajan masukan minyak -+ 2-3 SDM, masukan bawang putih goreng sampai setngah matang lalu masukan bawang merah goreng sampai harum dan layu dan agak kecoklatan.""},{""Cara Buat"":""Masukan semua Cabai aduk rata sampai Cabai layu dan daun jeruk,masukn air -+ 150 ml lalu masukan semua bumbu tabur setelah mendidih masukan ikan pindang aduk2 test rasa.. masak sampai mendidih dan siap untuk disajikan""}]",😋 2,,
