User_id,Title,Rating
1660,Telur Dadar Segitiga,0.0
1690,Kungpao chicken,3.0
1694,Gurame asam manis,4.0
1704,"Tempe,kacang kering",5.0
1724,"Semur Telur, Tahu, dan Kentang",2.0
1744,Telur Dadar ranjauu🌶 #pr_recookmasakanawalanT,0.0
1756,"Telur Dadar cah Tauge
#Bandung_recookOchiRossi",0.0
1764,Rollade tahu sosis,2.0
1784,Gulai ikan mas kacang panjang,0.0
1797,Ayam Teriyaki simple,0.0
1809,Rawon sapi,2.0
1810,Ayam cabe ijo,4.0
1821,Tempe jeletot,5.0
1828,Sapo Tahu (Tofu) Ayam,2.0
1831,Rendang daging sapi,1.0
1837,Ayam geprek sambal hijau kemangi,1.0
1855,Tempe goreng tepung crispy,1.0
1857,Nugget Tempe,3.0
1861,Tulang sapi masak kecap,1.0
1874,Sop kambing favorit,1.0
1883,Telur dadar ayam kukus (untuk diet),2.0
1911,Sayur tahu cabe kentang,2.0
1912,"Toge, Tahu cabe ijo tanpa minyak (lebih sehat)",0.0
1919,Sambal goreng ati ampela dan telur dadar non msg,4.0
1924,125. Dadar Telur Daun Singkong,2.0
1946,Tongseng daging sapi & ayam ala virgo. Endeesss😉,4.0
1949,Ikan Mujair Goreng,2.0
1953,Telur Gulung Isi Sosis,5.0
1959,Balado Udang Pete,1.0
1970,Sate Goreng,1.0
1981,Tempe goreng crispy,1.0
1987,Ayam Cabe Garam,2.0
1992,Beef teriyaki,0.0
2006,Sapi lada hitam,2.0
2010,Ayam richeese saos fire & keju,5.0
2020,Tempe Oseng Kacang Panjang,5.0
2022,Tempe lummer mozzarela,1.0
2028,Mirip tongseng kambing,3.0
2032,Bandeng Cabe Ijo,4.0
2037,Orek Telur Caisim,2.0
2064,Kering tempe kacang,0.0
2077,Koftah kebab (Daging rempah),1.0
2124,Ikan Mas Bumbu Kuning (Emak Roisyah),1.0
2130,Fillet Kakap Merah Saus Padang,2.0
2152,Nugget ayam wortel ala denok,5.0
2168,"Sup Ikan Patin ""Kelo Mrica Khas Pati""",0.0
2175,Pepes Tahu,4.0
2184,Oseng kepala ikan tongkol pedas,5.0
2192,Ayam suwir(versi non pedas/ untuk balita),5.0
2193,Perkedel Tempe Yummi,4.0
2196,Daging Sapi Lada Hitam (Black Pepper Beef),1.0
2209,Ikan kembung balado,2.0
2218,Mendol Tempe Semangit pedas...gurih,0.0
2225,Sop Bening Daging Sapi,3.0
2234,Brokoli Siram Telur,2.0
2242,Ikan gabus goreng crispy,1.0
2271,Pempek udang rebon isi telur dadar,5.0
2284,Peyek udang,0.0
2285,Sayur asem tulang kambing,3.0
2301,NASI GORENG KAMBING BUMBU ULEKAN,1.0
2317,Kikil Cabe Hijau,4.0
2319,Tahu krispi,4.0
2328,Dimsum ayam udang ala amih fatih,2.0
2338,Cah brokoli udang saus mentega (saori),0.0
2341,Tahu Keriting,0.0
2350,Beef soup thailand recipe,1.0
2352,Wagyu Beef Steak,4.0
2359,Bakwan sayuran udang😚😚,0.0
2379,Semur daging telur simple😉,1.0
2390,Garang Asem Iga Sapi,1.0
2401,"Tahu Tempe Terong Panggang + Sambel Bawang (no oil, no salt)",3.0
2407,Pare tumis telur,5.0
2410,Udang Dower (udang bumbu pedas),3.0
2411,Telur Gulung Abang-Abang,5.0
2414,Tahu Cabe Garam,0.0
2444,Udang tumis kacang panjang,5.0
2461,Tahu telor bumbu bali simple,0.0
2475,Tempe katsu,1.0
2476,Tempe Mendoan,2.0
2485,Tahu Genjrot ala Bunda Kiyya,0.0
2496,Tahu Aci Udang,1.0
2523,Tempe oseng,3.0
2532,Ikan Pindang Telur Balado,5.0
2548,"Pempek udang,enak banget ini",3.0
2553,Nasi Goreng Daging Sapi Bungkus Telur (Omurice),4.0
2571,Ayam kampung goreng lengkuas,5.0
2583,Telur kentang balado,0.0
2596,Oseng kulit ayam (debm),4.0
2603,Tahu penyet sambal bawang,2.0
2633,Ikan nila sambal dabu-dabu,3.0
2658,Nasi goreng udang bakso,1.0
2673,Beef Lasagna,1.0
2684,Nasi arab mandy kambing super simple,5.0
2689,Tempe goreng crispy,4.0
2694,Pindang daging dan telur #taiwan food,3.0
2708,Ayam Goreng Ungkep Praktis,4.0
2714,Tempe Goreng Tepung Ekonomis,1.0
2720,Tumis Beef Burger (menu balita 1y+),3.0
2723,Telor balado,4.0
2725,Kering Tempe Kacang Legit Gurih,5.0
2728,Ikan tongkol -santan kuah merah,4.0
2742,Tumis Brokoli Udang Sederhana,1.0
2752,Daging sapi masak kecap pedas,4.0
2754,Nasi goreng kambing ndeso,3.0
2760,Oseng kambing,5.0
2788,Telur Sambal,0.0
2810,Nugget tempe,2.0
2821,Udang Asam Manis,5.0
2822,Pecak gurame,3.0
2839,Opor daging telur tahu,1.0
2848,Nasi Mandhi (Mandhi Lahm) #KitaBerbagi,4.0
2855,"Oseng-oseng Tahu,Tempe,Kacang Panjang Sederhana",0.0
2857,Ayam Tepung Krispy,2.0
2859,Telur Dadar Kilat,2.0
2871,Tahu fantasi,0.0
2872,Tahu Gejrot,0.0
2882,Tahu isi soun,0.0
2892,Tumis tahu+tempe+buncis santan,2.0
2896,Tempe Kecap,4.0
2906,Cheese chicken nugets,5.0
2908,Telur teri garing,5.0
2912,Menu Diet 8 (Smoothie Strawberry) utk sarapan,1.0
2918,Martabak isi tahu pedas,4.0
2943,Tongkol kecap,4.0
2951,Tuna abon bunga kecombrang kecombrang,3.0
2977,Pesmol Gurame,4.0
2993,Tum Ayam,0.0
2997,Oseng tahu goreng(coklat)with kol/kubis,3.0
2999,Pepes Ikan Bandeng,1.0
3000,Rendang Hati Sapi,2.0
3011,Bacem tahu tempe,3.0
3028,Pesmol ikan mas,2.0
3029,Udang Saos Inggris,1.0
3030,Tempe mendoan,5.0
3051,Terik Tahu dan Telur,3.0
3075,Ayam pedas saos teriyaki,3.0
3096,Sop Tulang kambing,2.0
3100,Cah udang brokoli,2.0
3138,Gule kambing enak bngit,4.0
3142,Dimsum Udang,2.0
3150,Tahu tempe bacem,5.0
3155,Tumis Pare Tempe,3.0
3164,Udang butterfly,0.0
3167,Tumis telur pete,0.0
3171,Ayam Kecap Barbeque,2.0
3188,Sapi Lada Hitam,1.0
3196,Daging Crispy #KitaBerbagi,4.0
3209,Beef Teriyaki,5.0
3213,Tahu bumbu,0.0
3231,Daging Sapi Saos Tiram,2.0
3234,Orak arik tempe,2.0
3235,Cingur sapi bumbu rujak,1.0
3240,13. Telur Ceplok Kuah Santan Pedas,1.0
3248,Telor dadar rasa keju,1.0
3255,Tumis bayam udang,1.0
3261,Telur dadar gulung #egg roll,3.0
3278,Bandeng Presto Balado,1.0
3279,Udang bumbu lombok,0.0
3283,Tahu Crispy Cabe Bawang,1.0
3286,Bakso Daging Sapi,5.0
3287,Telur gulung 😄,1.0
3289,Tumis labu telur,1.0
3334,Sayur asem tetelan (tulang),0.0
3336,Dimsum ayam simpe,2.0
3341,Tumis tauco cabe gendot & tahu,1.0
3342,Ikan Kakap Goreng Tepung,3.0
3351,Udang Telur Asin Creamy,5.0
3353,Telur Balado,0.0
3378,Kepiting telur arik kuah pedas,5.0
3385,Oseng Tempe,3.0
3390,Semur Daging Kambing Pawonbangbang #KitaBerbagi,4.0
3398,Macaroni telur,4.0
3402,Kroket daging kambing + tips agar kambing ga bau prengus,3.0
3420,Tempe goreng penyet,5.0
3430,Ayam suwir lada hitam,0.0
3436,Tumis tahu bumbu jepang,5.0
3441,Seblak Telor Sosis Makaroni,0.0
3455,Tahu Tepung Bumbu,2.0
3456,Orek Tempe Kacang Panjang,4.0
3471,Tahu lumpia isi rebung,2.0
3511,Tumis tempe kacang panjang,0.0
3516,Egg Roll Lipat,1.0
3521,Ramen jepang topping udang,5.0
3526,Soup Udang Santan,4.0
3527,Cah cesim tahu putih sosis,1.0
3539,Bubur Ayam,4.0
3558,Korean Fried Chicken alalalong,2.0
3576,Daging sapi chau daun bawang (chong pao niu rou),1.0
3586,Semur Telur & Tahu,5.0
3589,Telor dadar ala RM Padang (PR_recookmasakanawalanT),0.0
3615,Sop lobak dan daging sapi,4.0
3618,Tumis Labu Tahu Rebon,4.0
3625,Ayam geprek level pedas,4.0
3628,Telur ceplok kuah hitam,4.0
3642,Nasi Bakar isi Udang Sambal Balado,2.0
3650,Sop Bola Daging Sapi,0.0
3665,Daging Sapi Tumis Bawang Bombay,4.0
3667,Sop kaki sapi,5.0
3671,"Oseng T2P(tempe,teri,pete) special",3.0
3685,Telur dadar perancis,2.0
3690,Gulai rebung tahu,3.0
3692,Gurameh bakar manis,5.0
3700,Sop iga sapi,2.0
3721,Udang Bakar Praktis,2.0
3722,Sambal terasi daging sapi,2.0
3723,Tahu baso dan baso ikan tenggiri. Simple,4.0
3729,Ikan bawal sambel mata+kecap ala bumill aziiipppp,2.0
3731,Udang pete pedas,5.0
3734,Tahu Walik Isi Ayam,4.0
3738,Ayam Hainan (Pek Cam Ke),4.0
3758,Tumis tempe kacang panjang sederhana,0.0
3770,Tongseng Sapi Khas Solo,1.0
3790,Tahu Crispi Cabe,2.0
3792,Oseng daging tanpa minyak ala saya,3.0
3800,Buncis telur orak arik,4.0
3809,Pindang Tongkol Cabe Hijau,0.0
3826,Oseng tempe kacang panjang,2.0
3828,Bolu Kukus Lapis Tuna #keto #lowcarb,5.0
3837,Sambel ayam suwir,3.0
3840,Udang rebus mentega,1.0
3864,Goreng Tahu Tempe Teri Kecap,0.0
3867,Tempe Mendol,5.0
3886,Sayur brokoli telur manis,4.0
3893,Temro tempe dijero /didalam 😁,4.0
3901,Udang telur asin (semua bagian dipakai),2.0
3904,Martabak Tahu ala Those,0.0
3908,Pepes Tahu,4.0
3918,Gulai telur + daun singkong,2.0
3922,Samosa,3.0
3933,Beef black pepper sauce,5.0
3936,Udang goreng tepung krispi simple,2.0
3939,Tahu Fantasi,4.0
3956,Sate Padang Daging Sapi,5.0
3994,Tongseng Kambing,4.0
4001,Kripik tempe simple,1.0
4010,Nasi goreng kambing,5.0
4041,Gulai kepala ikan kakap,1.0
4063,Ayam fillet asem manis,3.0
4070,Udang balado mix telur puyuh dan tahu,0.0
4093,Seluang goreng crispy,0.0
4094,Ikan Nila bakar,1.0
4100,Oseng tahu cabai,2.0
4107,Ikan gurame kukus/steam taucho,1.0
4115,Sambalado udang tahu menggila 🔥,0.0
4117,Kering tempe ala embu Abay,5.0
4124,Gulai udang mix tahu,1.0
4141,Ikan sarden campur telur ala anak kosan,1.0
4152,Ayam ukep bumbu sederhana,0.0
4154,Sup Daging Sapi dan Sayuran,1.0
4157,Nuget TEMPE Sayur sehat no MSG,3.0
4167,Tempe Tepung krispi,1.0
4206,Krengsengan Tulang Kambing #kitaberbagi,5.0
4224,Sop Bakso Sapi #pr_recookolahanbakso,5.0
4232,Cuma ikan mas goreng,0.0
4234,Sate kambing,1.0
4236,Telur Gulung Asam Manis,0.0
4242,Orak arik tahu & kol,4.0
4247,Tongseng Sapi Tanpa Santan,2.0
4253,Telur dadar saus oriental,5.0
4263,Tempe jotos ala akuh,1.0
4266,Chicken nibbles crispy super easy,4.0
4272,Orek Telur+Tahu suka-suka,0.0
4274,Tongseng kambing santan,2.0
4296,Telor Balado,4.0
4297,Sushi Tahu,4.0
4318,Orak Arik Telur Udang #Beranibaking,3.0
4323,Telur Ceplok Sambal Matah,2.0
4334,Opor Ayam Tahu,3.0
4338,Sambal terong kacang panjang dan tahu,5.0
4342,Udang pedas manis nikmat,3.0
4356,Santan terong dn telor,5.0
4363,Ayam Bumbu Hitam Madura (bumbu bebek Madura),2.0
4373,Sayur Sawi Udang,5.0
4374,Dendeng Ragi Proletar #kitaberbagi,3.0
4385,Sop Iga Sapi,4.0
4394,Egg Salted Fettuccini,1.0
4407,Telur dadar rumah makan padang simple,5.0
4410,Kare tahu kacang panjang,2.0
4419,Tahu goreng bumbu merah,3.0
4425,Tahu gejrot,4.0
4436,Udang asam manis tanpa tomat,2.0
4437,Sop kambing kuah bening,0.0
4444,Sop kaldu daging sapi,2.0
4462,Rendang daging sapi istimewa,3.0
4463,Gulai kambing opojare,5.0
4474,Ayam kriuk simple racik bumbu sendiri,4.0
4485,Tahu tempe goreng,0.0
4499,Pindang daging sapi,1.0
4515,Ayam Geprek Sambal Korek,1.0
4536,Soto Kambing simpel.. 🐐#KitaBerbagi,4.0
4549,Pizza Kambing homemade #KitaBerbagi,0.0
4565,Tahu isi sayur,1.0
4580,Woku Ikan Nila,1.0
4582,Sapi Masak Rica😋,3.0
4584,Telur Dadar Bumbu Pedas Sederhana,0.0
4595,Ikan Nila Bumbu Bali,5.0
4600,Oseng-oseng buncis with daging sapi,4.0
4624,Daging sapi lada hitam,1.0
4628,SOUP TAHU TELUR #ketopad_cp_anekasoup,0.0
4652,Ikan Tuna dan Bakso Saus Lada Hitam,5.0
4659,Telor dadar rasa keju,0.0
4660,Udang goreng kencur,3.0
4663,Ayam fillet crispy,2.0
4666,Tahu lada (pedas) isi toge,2.0
4669,Orek Tempe,5.0
4686,Salmon salad ala pay,3.0
4687,Tempe tahu bacem,1.0
4693,Sate sapi/kambing empukk. #KitaBerbagi,3.0
4699,Steak ayam,2.0
4711,]pindang tongkol suwir campur pete plus telor..,1.0
4715,Nugget Ayam,0.0
4719,Suwir Ayam Tempe Teri Kemangi,0.0
4729,Tongseng Kambing Mercon,4.0
4730,Tumis Ikan Tongkol Panggang (Masakan Aceh),1.0
4732,Kering Tempe Teri,2.0
4735,Udang goreng crispy,1.0
4740,Perkedel Tahu Sayur Super Kilat,4.0
4741,Ikan Nila Acar Kuning Pedas,2.0
4744,Ayam Tepung Krispy,4.0
4755,Paru sapi goreng kriuk,0.0
4758,Telur dadar sederhana,2.0
4761,Sate Kambing Empuk,0.0
4779,Ayam Kremes saos pedas manis,0.0
4781,Chicken Teriyaki,1.0
4789,Balado Ikan Kembung,5.0
4793,Udang Saus Lada Hitam,4.0
4803,Ayam balado,5.0
4806,Sambel bandeng presto by Sii Trias💓,4.0
4808,Pindang udang gala 🍤,1.0
4818,Telur ceplok tumis tomat,3.0
4825,Telur rebus penyetan sambal rebus,1.0
4867,Steak sapi simple,2.0
4878,Oseng wortel telur,5.0
4879,Kambing teriyaki ala bunda liya,3.0
4884,Ayam tepung saos sambal,2.0
4886,Tempe Mercon,1.0
4889,Telur kentang disemur,2.0
4895,Telur kentang bumbu kecap,2.0
4897,Telor Bumbu Bali Instan,3.0
4915,Sapi santan cabai hijau,3.0
4943,Tumis Tempe Buncis,3.0
4960,Sayur tulang kambing,3.0
4968,Sate Kambing Bumbu Kecap #KitaBerbagi,0.0
4980,Tempe orek iris,4.0
4985,Pepes Tahu Jamur Tiram,3.0
4986,Prekedel daging sapi,5.0
4990,Kupat Tahu Magelang,4.0
5002,Opor telur 😘😘😘,5.0
5022,Tempe penyet ala Dee🌸,0.0
5036,Tempe isi sambal hot kekinian😋👍,3.0
5038,"Lodeh labu siam, kacang panjang, ayam, telur dan tahu",2.0
5061,Terik Tahu Telur Tempe #pr_recookmasakanawalanT,0.0
5077,Ayam steam,5.0
5085,Ikan lele masak kuah,3.0
5087,Ayam goreng serundeng kelapa,2.0
5090,Opor Ayam edisi rindu masakan ibu,4.0
5092,Lodeh Tempe dan Sayuran,1.0
5100,Cah Daging Sapi,2.0
5113,Telur Ceplok Tauco,0.0
5119,Bakso sapi sehat kenyal ala melly,3.0
5130,Daging kambing beku masak pedas,4.0
5135,Perkedel tahu,2.0
5139,Beef Teriyaki,3.0
5146,Sarden homemade,2.0
5166,Soto taoto daging sapi,0.0
5184,Pergedel Kentang Udang,0.0
5187,Kakap Fillet Teriyaki,1.0
5199,Bakso udang debm,1.0
5200,Telur Dadar Bayam Bekal Anak,3.0
5215,Gulai udang tahu kacang panjang,3.0
5219,Tongseng kambing simpel n mantap,3.0
5223,Sambal Udang Petai,2.0
5240,Udang Tahu Cabai Garam,2.0
5253,Tong Seng Solo,2.0
5267,Kuah sisa ayam oven,2.0
5269,Sate ayam homemade,3.0
5274,Daging sapi masak kecap,0.0
5277,Udang Asam Manis,1.0
5279,Telur Balado Pedas Manis,0.0
5305,Usus telur daun kemangi,4.0
5306,Chicken cordon blue,2.0
5315,Gulai Kambing Praktis,4.0
5318,Oseng Sawi Ijo Tahu,3.0
5326,Bola tahu rambutan,4.0
5327,Telur gulung sosis,5.0
5330,Abon Ikan Tongkol,1.0
5341,Telur kecap,0.0
5342,Daging Sapi Kelem,1.0
5367,Rawon daging tahu kubis,3.0
5375,Udang saus padang,1.0
5398,Bubur Ayam sederhana,2.0
5401,39. Orek Tempe Basah Bumbu Ulek,5.0
5404,Telur Gulung isi Nori,2.0
5405,Gembung Bakar hepikoooll 😄 #ajarinanakgemarmakanikan,4.0
5429,Udang goreng tepung #homemadebylita,4.0
5437,Sayur sop daging sapi no MSG no Gula,0.0
5454,Ikan Mas panggang oven,3.0
5457,Tempe Goreng Telur,1.0
5465,Tongseng #kitaberbagi,1.0
5468,Tahu telur Jawa Timur,3.0
5471,Tahu bulat anget anget..,2.0
5474,Sate kambing madura,0.0
5476,Mie rebus udang,1.0
5497,Udang asem manis,3.0
5515,Udang tumis bumbu,1.0
5517,Ikan Nila Kuah Bening,0.0
5518,Soto babat kambing madura,2.0
5531,Krengsengan kambing ala akoeh #kitaberbagi,5.0
5532,Chicken Katsu Saos Teriyaki,5.0
5534,Kalio Ati Ampela Ayam,0.0
5569,Semur Ayam Kentang Ala Mama Kirana,0.0
5582,Soto Ayam,2.0
5592,"Tempe bosok pedas,manis",5.0
5609,Udang Crispy,5.0
5618,Patin Pindang Meranjat,2.0
5629,Tongseng Kambing Kuah Santan ala Wida,4.0
5630,Tongseng kambing tanpa santan,4.0
5644,Balado tempe teri jengki,2.0
5658,Sup Daging Sapi,5.0
5697,Bakso Sapi Kenyal Pakai Blender,4.0
5713,Semur telur pedas,0.0
5728,Ayam kampung bakar teflon,1.0
5732,Fried chicken ala KFC,4.0
5740,Chicken Katsu,1.0
5751,Udang balado kentang,2.0
5758,"Mangut Ikan Asap, Tahu, Telur puyuh #menuanak",0.0
5761,Sop Daging sapi simple,4.0
5780,Sawi Tahu Bakso Sosis,2.0
5788,Tahu sawi lada hitam,3.0
5792,Steak ayam,5.0
5801,Oseng Daging pedas,5.0
5808,Ayam kecap pedas Manis,0.0
5812,Gimbal udang,1.0
5829,Kering tempe pedas manis,5.0
5834,Gurame Pedas Asam Manis,4.0
5838,Orek tempe basah,1.0
5842,Capcay daging telur ala ala.. 😁,1.0
5863,Makaroni Telur,2.0
5891,Gurame goreng tepung saus padang,3.0
5900,Ikan nila siram tauco,3.0
5913,Bandeng Goreng Bumbu Pepes.. 🦈🌶🍅,3.0
5914,Pempek Adaan Tenggiri,5.0
5915,Daging sapi teriyaki,1.0
5926,Dadar Telur cah Tauge,2.0
5933,Sop Kambing swegeer,5.0
5950,Cireng Balur (Balut Telur),5.0
5951,Udang Balado Simpel,0.0
5954,Peyek udang ala warung Padang,5.0
5989,Kambing kuah gurih,4.0
5996,Sayur Kari Sapi,0.0
5997,Mujair Goreng,1.0
5999,Oseng tahu kentang,3.0
6010,Gurame bakar,5.0
6017,Nasi kebuli simple,1.0
6020,Oseng kambing ala anak kos,3.0
6029,Bakso ayam,5.0
6040,Udang goreng mentega,1.0
6042,Semur Bola-Bola Daging Sapi,5.0
6043,Sayur tahu kentang,5.0
6046,Tahu Bakso Isi Kornet,1.0
6050,Gurame Asam Manis,1.0
6051,Asem2 Ikan Kakap Bumbu Kuning 🐟,3.0
6055,Udang Tofu Blackpaper,4.0
6072,Beef black pepper spaghetti,4.0
6084,Sambal / Balado Telur Ceplok,5.0
6091,Tongseng Kambing ala saya,3.0
6104,Ayam cabe ijo,0.0
6117,Sarden ABC cabe Ijo ala Ummu Rasya,1.0
6133,Gulai kambing opojare,2.0
6142,Udang goreng oregano simple,5.0
6150,Kambing guling rumahan,4.0
6156,Pindang bandeng,2.0
6163,Ikan kembung bakar bumbu sederhana,5.0
6164,Combro isi tempe pedas,1.0
6185,Asam pedas ayam batang kemumu,3.0
6193,Tahu bakso ayam,4.0
6206,Sate kambing bola bola,2.0
6217,Ayam saus teriyaki,1.0
6220,Cakalang asap pedas manis,3.0
6228,Kerak Telor [ DEBM],5.0
6257,Cah Sawi Tahu,5.0
6270,Tumis bayam udang,5.0
6279,Sate kambing goreng,2.0
6280,Gurame gulai kuning,5.0
6284,Ikan tongkol sambal kemangi,0.0
6327,Soup Oyong Bola Udang,5.0
6336,Tahu Crispy Bon Cabe,2.0
6338,Tempe Bacem Diet Rendah Kalori Rice Cooker Anak Kost (No Oil),5.0
6341,Tempe jelatot,0.0
6347,Vegetable-etti (sphagetti) with tuna saos mayo,3.0
6351,Mie Ayam (mie instan),3.0
6352,Sempol udang anti gagal,3.0
6355,Sop Tulang Kambing,3.0
6357,Sambal Telor Pecah,0.0
6360,Dadar telur bumbu kemiri,4.0
6369,Tahu Gejrot,3.0
6378,Sop kepala kambing #kitaberbagi,1.0
6379,"Rica""CEKER+TAHU",5.0
6388,Sup Iga Sapi,3.0
6397,"Bacem Tahu, Tempe dan Tempe Gembus",4.0
6400,Tumis caesim tahu putih,1.0
6404,Sayur bayam jagung tahu bening,4.0
6422,Tempe melet huhah,5.0
6425,Cah sawi hijau tahu putih,0.0
6437,Tenggiri Masak Kecap,5.0
6452,Telur Kuah simpel,0.0
6493,Spicy Beef Teriyaki,1.0
6500,Tempe salted egg,5.0
6507,AYAM BAKAR KECAP (for breakfast diet GM day 5),4.0
6513,Tuna Puff,1.0
6546,Kering tempe telur puyuh,2.0
6574,Sate Kambing Pedas Manis Gurih 🐐,4.0
6591,Tahu Tek Tek Surabaya,0.0
6659,Tempe Masak Asam Manis,1.0
6663,Sambal goreng udang tahu,5.0
6676,Tahu Cabe Garam,4.0
6679,Udang Sambal Pete,1.0
6683,Buncis orek telur,3.0
6695,Super simple ayam bakar teflon,1.0
6706,Tom Yam Iga Sapi,4.0
6718,Bakso tahu goreng saus pedas,2.0
6719,Tahu Isi,3.0
